Hell ride (2008)	5,3
Hellboy (2004)	6,8
Hellboy 2: El ejercito dorado (2008)	7,4
Herida abierta (2001)	5,2
Heroes del cielo (2005)	5,3
Historia de Ricky (1991)	7,1
Historia de un crimen: Crime story (1993)	7,2
Hitman (1991)	6,3
Hitman (2007)	6,3
Holocausto samurai (1998)	7,6
Hora punta (1998)	6,8
Hora punta 2 (2001)	6,4
House of Fury	6,2
Huida a medianoche (1988)	7,5
Huida al infierno (2008)	-
Hulk (2003)	5,7
Ídolos del aire (2005)	6,5
Impacto inminente (1996)	6,2
Independence Day (1996)	6,5
Initial D	6,3
Inmersión letal 2 (2009)	5,7
Invasion U.S.A. (1985)	4,6
Invicto 2 (2007)	5,7
Iron man (2008)	8,0
Iron monkey: El hombre de hierro (1993)	8,0
JCVD (2008)	7,4
Jet Li: Rey de asesinos (1998)	4,8
John Rambo: Rambo 4 (2008)	7,3
Juegos Salvajes 3 (2005)	6,6
Juez Dredd (1995)	4,9
Justicia final (2000)	3,6
Karate a muerte en BangKok (1971)	6,6
Karate dog (2004)	2,5
Kickboxer	5,5
Kill Switch (2008)	3,8
Kiltro (2006)	5,8
Kiss kiss, bang bang (2005)	7,9
Kull, el conquistador (1997)	4,4
Kun-fu-sion	7,8
Kun-fu-sion (2004)	7,8
La armadura de Dios  (1986)	6,7
La armadura de Dios 2 (1991)	6,9
La asesina (1993)	5,6
La banda de los super camorristas	6,2
La casa de las dagas voladoras (2004)	7,6
La conspiracion del panico (2008)	6,7
La conspiracion del silencio (2008)	4,7
La criatura perfecta (2006)	5,5
La espada del Rey (2007)	4,4
La fuerza de la venganza (1986)	5,1
La jungla 4.0 (2007)	7,5
La jungla de cristal (1988)	7,4
La jungla de cristal 2: Alerta roja (1990)	7,0
La jungla de cristal 3: La venganza (1995)	7,4
La leyenda de la espada sin sombra (2005)	6,5
La leyenda de Suriyothai	6,6
La leyenda del Zorro (2005)	5,7
La lista negra (1988)	8,0
La maldicion del dragon	3,8
La memoria del asesino (2003)	7,5
La patrulla de la montaña (2004)	7,5
La presa: The hunted (2003)	5,8
La Roca (1996)	7,2
La sociedad de la lucha (2002)	3,1
La sombra del reino (2007)	7,2
La teniente Oneil (1997)	5,5
La trampa del asesino (2006)	5,5
La última fortaleza (2001)	6,5
Lara Croft Tomb raider: La cuna de la vida (2003)	5,2
Lara Croft: Tomb Raider (2001)	5,3
Las gran evasion	8,4
Las tortugas Ninja 3	6,6
Las tortugas también vuelan	7,9
Libertad para morir (1990)	4,9
Limite vertical (2000)	5,5
Lionheart, el luchador (1990)	5,4
Little Tokyo. Ataque frontal (1991)	5,5
Llamaradas (1991)	6,6
Los aristócratas del crimen (1975)	6,0
Los cuatro fantasticos (2005)	5,8
Los cuatro jinetes del Apocalipsis (2008)	8,4
Los elegidos (1999)	7,9
Los guerreros del fuego	9,0
Los inmortales	7,2
Los inmortales 2: El desafío (1991)	3,5
Los inmortales 3: El hechicero	3,8
Los inmortales: Juego final	4,3
Los invasores (1963)	7,3
Los lobos de Washington (1999)	6,5
Los locos de Cannonball	5,6
Los piratas del mar de China (1983)	7,2
Los reyes del crimen (2001)	5,6
Los seis signos de la luz (2007)	4,7
Los siete samuráis (1954)	8,8
Los tres mosqueteros (1993)	6,0
Mad Max, salvajes de autopista (1979)	6,9
Mad Max: Más allá de la cúpula del trueno (1985)	5,9
Maniac Cop 3 (1993)	4,3
Más fuerte muchachos (1972)	6,3
Master and commander: Al otro lado del mundo (2003)	7,5
Matar a traición (1977)	4,8
Max Havoc: Círculo mortal (2006)	4,0
Max payne (2008)	5,4
Máximo riesgo (1993)	6,1
Maximo rival (1999)	5,5
McQuade, lobo solitario (1983)	5,8
Mean machine: Jugar duro (2001)	6,3
Mentiras arriesgadas (1994)	7,2
Mentiras e ilusiones (2009)	6,1
Meteoro inmortal (1976)	4,6
Mi mujer es una ganster (2001)	6,6
Mi nombre es Modesty: Una aventura de Modesty Blaise (2003)	4,5
Mision Imposible (1996)	6,8
Mision imposible 2 (2000)	5,7
Mision imposible 3 (2006)	6,9
Misión sin permiso (2004)	4,7
Moon warriors: Los guerreros de la luna (1993)	7,6
Moscow Zero (2006)	3,5
Muerte súbita (1995)	6,7
Nacer para morir (2003)	5,4
Negociador (1998)	7,2
Negocios de guerra (2008)	5,8
Nitro (2007)	5,4
Nueva York año 2012 (1975)	5,5
Nunca mueras solo (2004)	5,5
Obaba	7,4
Obligado a luchar (1992)	4,1
Oceanos de fuego (2004)	6,6
Oceans 12: Oceans Twelve (2004)	6,0
Ola asesina (2007)	7,0
Operacion swordfish (2001)	6,3
Oro Diablo (2000)	6,3
OSS 117: El cairo, nido de espias (2006)	6,9
Panico en el tunel: Daylight (1996)	5,4
Pánico nuclear (2002)	6,4
Parque Jurasico 3 (2001)	5,7
Peligro inminente (1994)	6,8
Pequeños guerreros (1998)	5,9
Perdita Durango	6,1
Persecucion extrema: El marine (2006)	4,5
Persecución mortal (1993)	5,4
Perseguido (1987)	6,4
Pisando fuerte (2004)	6,0
Protección a un ser menor (1985)	6,1
Pulp fiction (1994)	8,9
Punisher 2: War zone (2008)	6,2
Push (2009)	6,1
R-point (2004)	6,8
Rambo: Acorralado (1982)	7,4
Rambo: Acorralado 2 (1985)	5,8
Rambo: Acorralado 3 (1988)	7,4
Rapid Fire (1992)	7,5
Reacción en cadena (1996)	5,2
Red de mentiras (2008)	7,2
Rescate (1996)	7,1
Rescaten el Titanic (1980)	3,9
Resident Evil 2 - Apocalipsis (2004)	5,8
Resident Evil 3: Extinción (2007)	6,2
Retroceder nunca, rendirse jamás (1986)	4,6
Riders (2002)	6,8
Road house: De profesión duro (1989)	5,7
Rocky 2 (1979)	6,7
Rocky 3 (1982)	6,2
Rocky 4 (1985)	5,9
Rocky 5 (1990)	4,4
Rocky Balboa: Rocky 6 (2006)	7,4
Rollerball (2002)	6,5
Rompiendo las reglas (2008)	6,2
Ronin (1998)	7,2
S.W.A.T. Los hombres de Harrelson	5,9
Sacudida	3,8
Salvaje (2003)	8,2
Sentenciado a morir (2007)	6,8
Serpientes en el avión (2006)	6,1
Sgt. Kabukiman (1991)	5,4
Shadow man	6,2
Shaft (2000)	5,9
Shaolin Soccer (2001)	7,3
Sin city: Ciudad del pecado (2005)	8,4
Sin escape: Ganar o morir (1993)	4,9
Sin motivo aparente (2002)	5,6
Sky High	6,6
Soldado de fortuna (1998)	4,8
Soldado universal: El retorno (1999)	3,3
Soy espia (2002)	5,3
Soy leyenda (2007)	7,1
Spawn (1997)	4,8
Speed 2: Cruise control (1997)	3,3
Speed Racer (2008)	6,4
Speed: Maxima potencia (1994)	7,2
Spider-Man 2: Spiderman 2 (2004)	7,7
Spider-Man: Spiderman (2002)	7,4
Spiderman 3 (2007)	7,4
Starship Troopers: Las brigadas del espacio (1997)	7,1
Starsky y Hutch (2004)	6,2
Starsky y Hutch (2004)	6,2
Street Fighter: La leyenda (2009)	3,9
Submerged (2005)	3,7
Sultanes del Sur (2007)	6,2
Superagente K-9 (1989)	5,5
Swordsman (1990)	7,6
Tango y Cash (1989)	5,7
Taxi 2 (2000)	4,2
Taxi express (1998)	6,7
Terminator 3: La rebelión de las máquinas (2003)	6,6
Tesoro del Amazonas (2003)	6,6
The Bodyguard (2004)	5,5
The bodyguard 2 (2007)	5,5
The Calcium Kid (2004)	5,6
The Host	7,1
The italian job (2003)	6,9
The order (2001)	7,4
The Panthom: El hombre enmascarado (1996)	7,6
The Piano Player (2002)	7,2
The princess Blade	5,7
The Quest: En busca de la ciudad perdida (1996)	4,7
The Spirit (2008)	5,0
The twins effect (2003)	5,6
The way of war: Conspiración militar (2008)	3,4
The young master (1980)	7,2
Tiburon 2 (1978)	5,6
Tiger Blade	4,8
TimeCop 2 : La decision de Berlin	4,9
TimeCop, policia en el tiempo (1994)	5,5
Tokyo gore police (2008)	6,2
Top Dog, el perro sargento (1995)	3,7
Torque: Rodando al limite (2004)	3,5
Tortugas Ninja	6,3
Tortugas ninja 2: El secreto de los mocos verdes	5,3
Transporter 3 (2009)	5,9
Tras la linea enemiga (2001)	6,1
Tras la linea enemiga 2 (2006)	6,1
Tras las líneas enemigas 3: Colombia (2009)	5,0
Tres peque&ntilde;os ninja (1992)	4,5
Tristan e Isolda (2006)	7,0
Troya (2004)	7,0
Twin dragons (1992)	5,9
Twister (1996)	6,0
U. S. Marshals (1998)	6,2
Ultravioleta (2006)	4,0
Un hombre diferente	5,7
Un pueblo llamado Dantes Peak (1997)	5,6
Underworld (2003)	6,7
Underworld: Evolution (2006)	6,6
Van Dammes Inferno	4,4
Van Helsing (2004)	5,5
Vengador (2005)	7,4
Venganza ciega (2003)	2,9
Volcano high school (2001)	5,9
Walker Ranger de Texas: Prueba de fuego (2005)	3,8
Wanted: Se busca (2008)	6,9
Wasabi: El trato sucio de la mafia (2001)	6,5
Watchmen (2009)	7,8
X-Men (2000)	7,4
X-Men 2 (2003)	7,8
X-men 3: La decision final (2006)	6,9
xXx 2: Estado de emergencia (2005)	4,1
xXx: Triple X (2002)	5,5
Yamakasi	5,6
Yo, el halcón (1987)	4,5
Zatoichi (2003)	7,6
Zona de guerra: El parque (1986)	5,9
Aladdin (1992)	7,8
Alvin y las ardillas (2007)	5,5
Anastasia (1997)	6,6
Antbully, bienvenido al hormiguero	6,2
Arthur y el perrito perdido (2008)	7,5
Arthur y los Minimoys	5,9
Asterix El Galo (1967)	6,2
Astérix en América (1994)	5,5
Asterix y Cleopatra	6,5
Asterix y Obelix: Asterix en Bretaña	6,9
Asterix: La sorpresa del César	6,6
Atlántis: El imperio perdido (2001)	6,3
Barbie pulgarcita (2008)	5,8
Batman: Guardian de Gotham (2008)	6,8
Beavis y Butt-head recorren América	6,5
Bichos (1998)	7,3
Bionicle 2: Leyendas de Metru Nui (2004)	6,6
Bratz Fashion Pixiez (2007)	1,2
Buzz Lightyear, la película (2000)	6,1
Campanilla (2008)	-
Cars (2006)	7,5
Colegas en el bosque 2 (2008)	5,7
Cuando el viento sopla (1986)	7,9
Dead Space: Perdición (2008)	6,2
Descubriendo a los Robinsons (2007)	6,9
Digimon: la película	4,4
Donkey Xote (2007)	5,2
Doraemon y el magico mundo de las aves (1996)	8,0
Doraemon: La odisea del espacio (2009)	8,4
Dragon Hill: La colina del dragón (2002)	5,6
El Arca de Noe (2007)	3,8
El arca mágica de Noé (1996)	3,8
El castillo en el cielo (1986)	8,0
El Cid, la leyenda (2002)	5,2
El corral: Una fiesta muy bestia (2006)	5,5
El flautista de Hamelín (1985)	6,1
El guardián de las palabras (1994)	4,8
El guerrero sin nombre (2006)	5,9
El héroe de todos (2008)	5,6
El hombre que hacía milagros (1999)	7,2
El patito feo y yo (2006)	5,7
El planeta del tesoro (2002)	6,6
El planeta salvaje (1973)	7,6
El príncipe de Egipto (1998)	6,8
El señor de los anillos (1978)	5,8
El sueño de una noche de San Juan (2005)	5,9
El tiovivo mágico (2005)	5,3
El ultimo unicornio (1982)	7,1
El viaje de Chihiro (2001)	8,5
El vuelo de los dragones (1982)	7,7
En busca de la piedra mágica	5,0
Erase una vez... un cuento al reves (2007)	3,9
Espíritu del Bosque (2008)	6,9
Evangelion: 1.0 you are (not) alone (2007)	8,0
Fievel y el nuevo mundo (1986)	6,6
Final Fantasy: Fuerza interior	6,4
Franklin y el tesoro del lago	5,4
Futurama: El gran golpe de Bender	7,6
Futurama: El juego de Bender (2008)	7,1
Futurama: En el lejano y salvaje verde (2009)	7,2
Futurama: La bestia con un millón de espaldas	7,2
Futurama: La gran película de Bender	7,6
G Force: Licencia para espiar (2009)	4,0
G.I. Joe: La película (1987)	2,5
Garbancito de la mancha	7,0
Garfield: La película (2004)	4,8
Gisaku	6,2
Gritos en el pasillo	6,3
Gritos en el pasillo (2007)	6,3
Happy Feet: Rompiendo el hielo (2006)	6,7
Haru en el reino de los gatos (2002)	7,7
Heavy Metal (1981)	6,3
Horton (2008)	7,2
Hui Buh: El terror del castillo (2006)	4,8
Hulk vs Thor (2008)	7,1
Hulk Vs Wolverine (2009)	7,1
Ice Age 3: El origen de los dinosaurios (2009)	7,2
Igor (2009)	6,0
Jorge El Curioso (2006)	6,7
Kaena, la profecía (2003)	6,1
Kim Possible: Los expedientes secretos (2002)	9,1
Kiriku y la bruja (1998)	7,8
Kung fu panda (2008)	7,7
La bella y la bestia (1991)	8,0
La bella y la bestia 2	8,0
La crisis carnivora (2006)	4,9
La edad de hielo 2: Ice Age 2 - El deshielo (2006)	7,4
La edad de hielo: Ice age (2002)	7,4
La espada mágica	5,0
La familia del futuro (2007)	6,9
La mujer maravilla: Wonder woman (2009)	7,2
La novia cadaver (2005)	7,5
La princesa cisne (1994)	6,2
La princesa cisne 2: El secreto del castillo (1997)	4,7
La ruta hacia El Dorado (2000)	6,4
La Sirenita 3: El origen de La Sirenita (2008)	8,0
Las doce pruebas de Asterix	7,5
Lluvia de albóndigas (2009)	7,6
Looney Tunes: De nuevo en acción (2003)	6,0
Los diez mandamientos	7,9
Los increibles (2004)	8,1
Los nuevos vengadores (2008)	7,3
Los piratas que no hacen nada (2008)	5,1
Los Rugrats: Vacaciones salvajes (2003)	5,1
Los secretos de los cinco furiosos	6,6
Los Simpsons (2007)	7,6
Madagascar (2005)	6,6
Más vampiros en La Habana (2003)	6,6
Memories (1995)	7,0
Mi vecino Totoro (1988)	8,1
Monkeybone (2001)	4,5
Monster House (2006)	6,8
Monstruos contra Alienígenas (2009)	6,9
Monstruos S.A. (2001)	8,0
Mulan (1998)	7,2
Mulan 2 (2004)	7,2
Música maestro (1946)	6,9
Nimh 2: El ratoncito valiente	7,3
Nocturna, una aventura mágica (2007)	6,5
Olentzero y el tronco mágico (2005)	6,0
Open Season: Amigos salvajes (2006)	6,1
Otra película de huevos y un pollo (2009)	6,6
Perez, el ratoncito de tus sueños (2006)	5,8
Persépolis (2007)	8,0
Pesadilla antes de Navidad (1993)	8,0
Pesadilla antes de Navidad de Tim Burton	8,0
Pinocho 3000 (2004)	4,1
Pinocho: Edición especial 70 aniversario	7,9
Polar express: El expreso polar (2004)	6,7
Ponyo en el acantilado (2009)	8,0
Pulgarcita (1994)	5,8
Quien engaño a Roger Rabbit (1988)	7,6
Rebelion en la isla (2006)	6,0
Rex: Un dinosaurio en Nueva York (1993)	5,4
Robotech the shadow cronicles (2007)	6,4
Robots (2005)	6,4
Shin Chan: La invasión (1993)	6,3
Shrek	8,0
Shrek 2 (2004)	7,5
Shrek Tercero: Shrek 3 (2007)	6,1
Shreketefeliz Navidad (2007)	6,7
Simbad: La leyenda de los siete mares (2003)	6,6
Socorro soy un pez (2000)	5,8
South Park	9,3
South Park: Mas grande, mas largo y sin cortes	7,8
Space Chimps, mision espacial (2008)	4,5
Space Jam (1996)	5,5
Steamboy (2004)	6,9
Taro, el niño dragón (1979)	7,8
The Transformers: The movie (1986)	7,2
Titan AE (2000)	6,4
TMNT - Tortugas Ninja jovenes mutantes (2007)	6,6
Tod y Toby (1981)	7,0
Todos los perros van al cielo 2 (1996)	4,9
Toy Story (1995)	8,1
Toy Story 2	8,0
Tygra, hielo y fuego (1983)	6,5
Ultimate Avengers 2 (2007)	6,9
Una mirada en la oscuridad (2006)	6,6
Una pelicula de huevos	6,6
Valentina, la película (2008)	-
Valiant (2005)	5,6
Vals con Bashir (2009)	8,0
Vampire Hunter D (1985)	7,8
Vampire Hunter D: Bloodlust (2000)	7,8
Vecinos invasores (2006)	7,1
Zafarrancho en el rancho (2004)	5,4
¡Yu-Gi-Oh!: La película (2004)	2,5
1492: La conquista del paraiso (1992)	6,2
3 ninjas contraatacan	3,1
Alejandro Magno	5,4
Alex Raider: Operacion Stormbreaker (2006)	5,2
Ator el poderoso	7,8
Bajo cero (2006)	7,3
Braveheart (1995)	8,4
Bubble boy, el chico de la burbuja (2001)	5,3
Buscando mi destino: Easy Rider (1969)	7,3
Cabeza de Vaca (1991)	6,8
Caza salvaje (1981)	6,7
Cazador blanco, corazón negro	6,6
Charlie y la fabrica de chocolate (2005)	7,1
Clockstoppers: Detener el tiempo (2002)	5,0
Colmillo blanco	6,4
Conan el destructor (1984)	5,4
Cuenta conmigo (1986)	8,2
Dentro del laberinto (1986)	7,3
Dragones y mazmorras (2000)	3,6
Dragonhearth 2: Un nuevo comienzo (2000)	4,6
El aprendiz de Merlin	5,3
El Cid (1961)	7,2
El clan del oso cavernario	4,8
El Dragón del lago de fuego (1981)	6,8
El ejercito de las tinieblas	7,6
El gran lío (1991)	6,3
El guerrero (2001)	7,6
El guerrero (2005)	7,6
El lago azul (1980)	5,0
El libro de la selva: La aventura continúa (1994)	5,8
El mosquetero (2001)	4,4
El nuevo mundo (2005)	6,9
El precio del poder (1983)	8,2
El principe de los ladrones	6,2
El regreso de la momia	6,2
El reino del anillo (2004)	6,6
El Rey Arturo (2004)	6,2
El Rey Mono	6,0
El secreto de la pirámide (1985)	6,5
El secreto de los McCann (2003)	7,5
El señor de las bestias (1982)	5,7
El señor de las moscas (1990)	6,1
El señor de los anillos: El retorno del Rey (2003)	8,8
El señor de los anillos: La comunidad del anillo (2001)	8,7
El señor de los anillos: Las dos torres (2002)	8,6
El templo de oro: Firewalker (1986)	4,2
El templo del oro (1986)	4,2
El tesoro de Sierra Madre (1948)	8,5
El ultimo samurai	7,8
El viaje fantástico de Simbad (1974)	6,6
Encantada, La historia de Giselle (2007)	7,5
Eragon (2006)	5,0
Excalibur (1981)	7,4
Exploradores (1986)	6,3
George y el dragon (2004)	5,7
Golpe en la pequeña china (1986)	7,1
Hánuman: La leyenda del Dios mono (1998)	6,1
Harry Potter y el Cáliz de Fuego (2005)	7,6
Harry Potter y el prisionero de Azkaban (2004)	7,7
Harry Potter y la cámara secreta (2002)	7,2
Harry Potter y la Orden del Fenix (2007)	7,4
Harry Potter y la piedra filosofal (2001)	7,2
Hatari (1962)	4,9
Holes, la maldición de los hoyos (2003)	7,9
Honor de caballeros (2008)	8,5
Idiocracia (2006)	6,4
Indiana Jones y el templo maldito (1984)	7,5
Indiana Jones y la ultima cruzada (1989)	8,3
Indiana Jones: En busca del Arca Perdida (1981)	8,7
Instinto (1999)	6,2
Izo (2004)	7,0
Jason y los Argonautas	7,3
Jóvenes y brujas (1996)	5,9
Juana de Arco (1999)	6,3
Jumanji (1995)	6,4
King Kong (2005)	7,6
La búsqueda (2004)	6,9
La busqueda 2: El diario secreto (2007)	6,5
La ciudad de los niños perdidos	7,8
La costa de los mosquitos (1986)	6,5
La isla de las cabezas cortadas (1995)	5,3
La isla de Nim (2008)	6,1
La isla del fin del mundo (1974)	6,0
La isla del tesoro (1972)	7,0
La joya del Nilo	5,7
La leyenda de terramar (2004)	5,6
La maldición de la tumba de Tutankamon (2006)	4,4
La mascara de cristal (2005)	5,6
La momia: The mummy (1999)	6,8
La pandilla basura (1987)	2,7
La princesa prometida (1987)	8,2
La tormenta perfecta (2000)	6,2
La ultima legion (2007)	5,4
La vuelta al mundo en 80 dias (2004)	5,6
Lady Halcón (1985)	6,7
Las aventuras del Baron Munchausen (1988)	7,0
Las cronicas de Narnia: El leon la bruja y el armario	7,0
Las cronicas de Narnia: El principe Caspian (2008)	7,0
Las cuatro plumas (2002)	6,3
Las minas del Rey Salomón (1985)	6,8
Las nuevas aventuras de Rin Tin Tin (2007)	5,1
Lawrence de Arabia (1962)	8,6
Legend (1985)	6,1
Legend (1985)	6,1
Liberad a Willy 2 (1995)	5,4
Los demonios de la noche (1996)	6,6
Los héroes del tiempo (1981)	6,9
Los Totenwackers (2007)	5,1
Los últimos días del Edén (1992)	5,6
Los últimos guerreros (1995)	6,6
